continent,location,year,month,cases,deaths,icu,hosp,vax,population,median_age,aged_65_older,aged_70_older,gdp,life,hdi
Africa,Algeria,2020,2,0.10999999999999999,0.0,0.0,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,3,108.098,0.986,0.0,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,4,1557.646,9.098,0.0,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,5,4738.009,4.546,0.0,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,6,7571.593,5.805,0.0,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,7,15112.888,6.679,13.806,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,8,26561.309,6.725,25.933,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,9,32684.902,5.063,21.694,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,10,37735.51,5.108,20.487000000000002,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,11,46493.522,10.466000000000001,26.648,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,12,64643.388999999996,7.2860000000000005,19.006999999999998,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,1,71997.11,3.024,18.246,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,2,69407.177,2.064,7.486,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,3,80192.038,2.466,5.581,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,4,80269.134,3.587,12.98,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,5,87196.263,4.906,15.737,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,6,90338.273,5.4670000000000005,16.184,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,7,106115.398,12.057,28.262999999999998,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,8,129747.573,22.75,25.529,0.0,1.62,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,9,134842.964,12.171,18.691,0.0,15.759999999999998,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,10,142508.064,2.42,9.705,0.0,32.19,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,11,140071.281,3.382,12.821,0.0,92.85000000000001,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,12,148742.597,4.592,16.924,0.0,25.02,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2022,1,160052.758,6.79,26.469,0.0,12.99,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2022,2,164007.405,5.738,15.51,0.0,27.08,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2022,3,71341.791,0.604,3.093,0.0,0.0,44616626,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Angola,2020,3,1.412,0.059,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,4,17.715,0.0,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,5,48.298,0.058,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,6,137.325,0.262,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,7,590.828,1.143,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,8,1743.406,1.645,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,9,3284.913,2.205,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,10,6876.634,3.062,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,11,11917.892,1.88,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,12,14970.939,1.673,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,1,17100.714,1.7939999999999998,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,2,16783.006,1.232,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,3,19635.252,0.849,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,4,21396.811,1.7349999999999999,0.0,0.0,0.0,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,5,27943.004,5.0089999999999995,0.0,0.0,1.97,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,6,32703.271,3.947,0.0,0.0,8.540000000000001,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,7,37159.854,3.2649999999999997,0.0,0.0,5.3,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,8,41097.865,6.071,0.0,0.0,10.66,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,9,45749.924,9.432,0.0,0.0,11.4,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,10,56856.96,5.096,0.0,0.0,21.04,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,11,57367.871,0.673,0.0,0.0,39.72,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,12,62267.086,1.088,0.0,0.0,61.59,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2022,1,84620.55500000001,3.6799999999999997,0.0,0.0,76.46,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2022,2,81300.221,0.14500000000000002,0.0,0.0,60.980000000000004,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2022,3,34943.082,0.0,0.0,0.0,16.53,33933611,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Benin,2020,3,5.464,0.0,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,4,94.609,0.08,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,5,527.342,0.16,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,6,1426.148,1.446,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,7,3696.24,1.205,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,8,5048.175,0.321,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,9,5462.4349999999995,0.08,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,10,6179.738,0.0,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,11,6876.619,0.161,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,12,7799.51,0.08,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,1,8660.811,0.643,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,2,10755.014,1.446,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,3,16327.800000000001,1.607,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,4,18245.076,0.724,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,5,19855.952,0.16,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,6,19585.046,0.24,0.0,0.0,0.12000000000000001,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,7,20581.026,0.321,0.0,0.0,0.22,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,8,25426.964,1.607,0.0,0.0,0.17,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,9,49091.519,2.491,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,10,60847.653000000006,0.161,0.0,0.0,3.17,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,11,59819.621,0.0,0.0,0.0,11.64,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,12,62001.691,0.0,0.0,0.0,35.8,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2022,1,64580.677,0.16,0.0,0.0,24.48,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2022,2,59678.832,0.0,0.0,0.0,30.37,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2022,3,25611.048,0.0,0.0,0.0,0.0,12451031,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Botswana,2020,3,2.92,0.417,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,4,182.293,0.0,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,5,351.653,0.0,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,6,922.311,0.0,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,7,6240.089,0.417,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,8,15469.458999999999,1.668,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,9,30502.581,4.17,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,10,60302.261,3.336,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,11,109187.23300000001,4.17,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,12,166433.896,3.336,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,1,232049.772,38.376000000000005,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,2,298419.851,73.417,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,3,453582.869,107.624,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,4,548737.3,60.069,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,5,652313.911,57.148,0.0,0.0,0.0,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,6,776230.159,115.132,0.0,0.0,13.08,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,7,1120881.516,185.212,0.0,0.0,43.13,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,8,1783937.777,288.665,0.0,0.0,31.33,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,9,2111509.488,44.635,0.0,0.0,46.269999999999996,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,10,2363702.836,15.852,0.0,0.0,43.18,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,11,2418187.168,5.005,0.0,0.0,27.68,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,12,2613284.028,10.845,0.0,0.0,43.13,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2022,1,3070940.746,57.147,0.0,0.0,45.01,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2022,2,3035111.211,15.853,0.0,0.0,142.53,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2022,3,1321269.456,0.0,0.0,0.0,51.23,2397240,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Burkina Faso,2020,3,88.431,0.653,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,4,708.466,1.354,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,5,1117.037,0.469,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,6,1261.567,0.0,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,7,1503.04,0.0,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,8,1808.339,0.094,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,9,2379.81,0.14100000000000001,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,10,3361.29,0.42,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,11,3710.964,0.047,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,12,6680.7210000000005,0.793,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,1,12835.266,1.633,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,2,15024.217,1.027,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,3,17872.692,0.188,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,4,18222.739,0.515,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,5,19308.561,0.42,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,6,18786.305,0.094,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,7,19505.936999999998,0.047,0.0,0.0,0.0,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,8,19719.731,0.094,0.0,0.0,0.06,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,9,19527.008,0.607,0.0,0.0,1.26,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,10,21079.77,1.397,0.0,0.0,3.6399999999999997,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,11,21448.944,3.35,0.0,0.0,2.8899999999999997,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,12,24042.79,1.489,0.0,0.0,4.57,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2022,1,28544.458,2.233,0.0,0.0,6.97,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2022,2,26982.061999999998,0.42000000000000004,0.0,0.0,10.620000000000001,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2022,3,11583.516,0.0,0.0,0.0,5.36,21497097,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burundi,2020,3,0.163,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,4,14.938,0.082,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,5,72.541,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,6,262.664,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,7,701.484,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,8,1053.165,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,9,1156.305,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,10,1358.582,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,11,1558.162,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,12,1884.799,0.082,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,1,3007.89,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,2,4281.203,0.082,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,3,6301.618,0.245,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,4,8330.43,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,5,10999.209,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,6,12480.92,0.163,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,7,15045.822,0.082,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,8,24810.879,2.366,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,9,35411.332,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,10,49070.905,0.0,0.0,0.0,0.0,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,11,49591.817,0.0,0.0,0.0,0.03,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,12,56589.128,0.0,0.0,0.0,0.1,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2022,1,89058.817,0.0,0.0,0.0,0.05,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2022,2,86473.185,0.0,0.0,0.0,0.27,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2022,3,37382.371999999996,0.0,0.0,0.0,0.07,12255429,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Cameroon,2020,3,39.191,0.221,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,4,1120.213,2.02,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,5,4022.2940000000003,4.772,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,6,10838.974,4.481,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,7,17543.548,2.865,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,8,20945.476,0.733,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,9,22274.654,0.257,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,10,24334.505,0.294,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,11,25352.751,0.40399999999999997,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,12,28975.804,0.40299999999999997,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,1,31857.429,0.514,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,2,33459.862,3.269,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,3,46125.185,6.245,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,4,69286.72,14.179,0.0,0.0,0.0,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,5,86404.068,6.172,0.0,0.0,0.11,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,6,88147.765,1.8,0.0,0.0,0.39,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,7,92635.599,0.366,0.0,0.0,0.6599999999999999,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,8,93960.312,0.5880000000000001,0.0,0.0,1.8,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,9,94009.602,4.004,0.0,0.0,1.8199999999999998,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,10,111464.067,8.338,0.0,0.0,3.06,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,11,116410.175,3.857,0.0,0.0,9.55,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,12,122902.762,2.206,0.0,0.0,6.97,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2022,1,126702.201,1.065,0.0,0.0,2.44,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2022,2,121693.326,1.58,0.0,0.0,5.93,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2022,3,52589.124,0.11,0.0,0.0,2.99,27224262,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cape Verde,2020,3,87.20400000000001,1.78,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,4,2532.476,0.0,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,5,16615.028,5.34,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,6,41790.282999999996,19.577,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,7,103288.657,14.239,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,8,175653.717,30.258000000000003,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,9,264511.009,35.597,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,10,413805.99,62.290000000000006,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,11,525806.1460000001,17.798000000000002,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,12,629014.72,14.24,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,1,710525.52,37.374,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,2,734647.204,23.14,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,3,897846.774,37.375,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,4,1075292.623,87.20400000000001,0.0,0.0,0.0,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,5,1530625.5,83.64500000000001,0.0,0.0,1.43,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,6,1691765.985,39.155,0.0,0.0,3.75,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,7,1831822.686,21.358,0.0,0.0,15.83,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,8,1901874.174,26.697000000000003,0.0,0.0,48.79,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,9,1961091.011,46.274,0.0,0.0,106.12,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,10,2095032.753,17.797,0.0,0.0,209.68,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,11,2044821.063,1.78,0.0,0.0,127.18,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,12,2142318.664,5.34,0.0,0.0,135.37,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2022,1,2874396.026,78.303,0.0,0.0,94.06,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2022,2,2782157.357,8.899000000000001,0.0,0.0,208.17000000000002,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2022,3,1193742.314,0.0,0.0,0.0,53.41,561901,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Central African Republic,2020,3,8.334999999999999,0.0,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,4,90.247,0.0,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,5,2304.68,0.406,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,6,14383.169,9.148,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,7,27334.829999999998,2.439,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,8,29366.948,0.609,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,9,29075.685,0.0,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,10,30589.104,0.0,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,11,29839.918,0.203,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2020,12,31102.932,0.0,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2021,1,31332.402,0.0,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
Africa,Central African Republic,2021,2,28431.986,0.0,0.0,0.0,0.0,4919987,18.3,3.655,2.251,661.24,53.28,0.397
