continent,location,year,month,cases,new_cases,deaths,icu,hosp,vax,population,median_age,aged_65_older,aged_70_older,gdp,life,hdi
Africa,Algeria,2020,2,0.10999999999999999,0.022,0.0,0.0,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,3,108.098,16.027,0.986,0.0,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,4,1557.646,73.74,9.098,0.0,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,5,4738.009,120.762,4.546,0.0,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,6,7571.593,101.148,5.805,0.0,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,7,15112.888,369.528,6.679,13.806,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,8,26561.309,316.029,6.725,25.933,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,9,32684.902,157.696,5.063,21.694,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,10,37735.51,143.712,5.108,20.487000000000002,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,11,46493.522,566.088,10.466000000000001,26.648,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2020,12,64643.388999999996,367.822,7.2860000000000005,19.006999999999998,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,1,71997.11,173.23,3.024,18.246,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,2,69407.177,128.945,2.064,7.486,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,3,80192.038,91.893,2.466,5.581,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,4,80269.134,110.182,3.587,12.98,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,5,87196.263,152.523,4.906,15.737,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,6,90338.273,240.111,5.4670000000000005,16.184,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,7,106115.398,711.977,12.057,28.262999999999998,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,8,129747.573,553.336,22.75,25.529,0.0,1.62,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,9,134842.964,163.14600000000002,12.171,18.691,0.0,15.759999999999998,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,10,142508.064,69.322,2.42,9.705,0.0,32.19,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,11,140071.281,91.42099999999999,3.382,12.821,0.0,92.85000000000001,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2021,12,148742.597,177.08599999999998,4.592,16.924,0.0,25.02,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2022,1,160052.758,754.987,6.79,26.469,0.0,12.99,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2022,2,164007.405,287.317,5.738,15.51,0.0,27.08,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Algeria,2022,3,71341.791,10.625,0.604,3.093,0.0,0.0,44616626.0,29.1,6.211,3.857,13913.839,76.88,0.748
Africa,Angola,2020,3,1.412,0.20400000000000001,0.059,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,4,17.715,0.587,0.0,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,5,48.298,1.7349999999999999,0.058,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,6,137.325,5.834,0.262,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,7,590.828,25.462,1.143,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,8,1743.406,44.382,1.645,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,9,3284.913,68.312,2.205,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,10,6876.634,171.896,3.062,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,11,11917.892,127.722,1.88,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2020,12,14970.939,71.14,1.673,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,1,17100.714,66.1,1.7939999999999998,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,2,16783.006,29.791,1.232,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,3,19635.252,44.32,0.849,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,4,21396.811,127.92699999999999,1.7349999999999999,0.0,0.0,0.0,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,5,27943.004,232.776,5.0089999999999995,0.0,0.0,1.97,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,6,32703.271,126.658,3.947,0.0,0.0,8.540000000000001,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,7,37159.854,115.754,3.2649999999999997,0.0,0.0,5.3,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,8,41097.865,140.478,6.071,0.0,0.0,10.66,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,9,45749.924,266.373,9.432,0.0,0.0,11.4,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,10,56856.96,231.335,5.096,0.0,0.0,21.04,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,11,57367.871,21.661,0.673,0.0,0.0,39.72,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2021,12,62267.086,484.034,1.088,0.0,0.0,61.59,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2022,1,84620.55500000001,486.92,3.6799999999999997,0.0,0.0,76.46,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2022,2,81300.221,18.418,0.14500000000000002,0.0,0.0,60.980000000000004,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Angola,2022,3,34943.082,4.95,0.0,0.0,0.0,16.53,33933611.0,16.8,2.405,1.362,5819.495,61.15,0.581
Africa,Benin,2020,3,5.464,0.722,0.0,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,4,94.609,4.417,0.08,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,5,527.342,30.28,0.16,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,6,1426.148,77.662,1.446,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,7,3696.24,48.671,1.205,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,8,5048.175,27.305,0.321,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,9,5462.4349999999995,17.026,0.08,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,10,6179.738,22.97,0.0,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,11,6876.619,29.878,0.161,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2020,12,7799.51,18.955000000000002,0.08,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,1,8660.811,51.562999999999995,0.643,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,2,10755.014,123.765,1.446,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,3,16327.800000000001,133.804,1.607,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,4,18245.076,57.907,0.724,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,5,19855.952,19.034,0.16,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,6,19585.046,11.324,0.24,0.0,0.0,0.12,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,7,20581.026,15.661,0.321,0.0,0.0,0.22,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,8,25426.964,399.32399999999996,1.607,0.0,0.0,0.17,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,9,49091.519,845.23,2.491,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,10,60847.653000000006,68.99000000000001,0.161,0.0,0.0,3.17,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,11,59819.621,8.111,0.0,0.0,0.0,11.64,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2021,12,62001.691,6.827,0.0,0.0,0.0,35.8,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2022,1,64580.677,121.67699999999999,0.16,0.0,0.0,24.48,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2022,2,59678.832,9.397,0.0,0.0,0.0,30.37,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Benin,2022,3,25611.048,0.643,0.0,0.0,0.0,0.0,12451031.0,18.8,3.244,1.942,2064.236,61.77,0.545
Africa,Botswana,2020,3,2.92,1.668,0.417,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,4,182.293,7.925,0.0,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,5,351.653,5.006,0.0,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,6,922.311,80.091,0.0,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,7,6240.089,240.69299999999998,0.417,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,8,15469.458999999999,345.814,1.668,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,9,30502.581,641.9879999999999,4.17,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,10,60302.261,1447.498,3.336,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,11,109187.23300000001,1710.301,4.17,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2020,12,166433.896,1694.865,3.336,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,1,232049.772,2706.445,38.376000000000005,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,2,298419.851,2952.562,73.417,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,3,453582.869,4787.589,107.624,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,4,548737.3,2955.9,60.069,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,5,652313.911,3353.4390000000003,57.148,0.0,0.0,0.0,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,6,776230.159,6134.972,115.132,0.0,0.0,13.08,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,7,1120881.516,15438.587,185.212,0.0,0.0,43.13,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,8,1783937.777,20956.183,288.665,0.0,0.0,31.33,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,9,2111509.488,9299.445,44.635,0.0,0.0,46.269999999999996,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,10,2363702.836,3076.037,15.852,0.0,0.0,43.18,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,11,2418187.168,3534.899,5.005,0.0,0.0,27.68,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2021,12,2613284.028,10195.475,10.845,0.0,0.0,43.13,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2022,1,3070940.746,13985.666000000001,57.147,0.0,0.0,45.01,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2022,2,3035111.211,4552.735000000001,15.853,0.0,0.0,142.53,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Botswana,2022,3,1321269.456,0.0,0.0,0.0,0.0,51.23,2397240.0,25.8,3.941,2.242,15807.374,69.59,0.735
Africa,Burkina Faso,2020,3,88.431,12.144,0.653,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,4,708.466,17.866,1.354,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,5,1117.037,9.398,0.469,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,6,1261.567,5.355,0.0,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,7,1503.04,6.705,0.0,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,8,1808.339,12.19,0.094,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,9,2379.81,32.006,0.14100000000000001,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,10,3361.29,20.658,0.42,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,11,3710.964,17.958000000000002,0.047,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2020,12,6680.7210000000005,177.744,0.793,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,1,12835.266,184.908,1.633,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,2,15024.217,60.474,1.027,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,3,17872.692,34.19,0.188,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,4,18222.739,27.587,0.515,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,5,19308.561,5.773,0.42,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,6,18786.305,2.099,0.094,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,7,19505.936999999998,4.376,0.047,0.0,0.0,0.0,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,8,19719.731,9.493,0.094,0.0,0.0,0.06,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,9,19527.008,21.677,0.607,0.0,0.0,1.26,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,10,21079.77,25.587,1.397,0.0,0.0,3.6399999999999997,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,11,21448.944,56.147999999999996,3.35,0.0,0.0,2.8899999999999997,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2021,12,24042.79,75.918,1.489,0.0,0.0,4.57,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2022,1,28544.458,139.181,2.233,0.0,0.0,6.97,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2022,2,26982.061999999998,5.91,0.42000000000000004,0.0,0.0,10.620000000000001,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burkina Faso,2022,3,11583.516,0.0,0.0,0.0,0.0,5.36,21497097.0,17.6,2.409,1.358,1703.102,61.58,0.452
Africa,Burundi,2020,3,0.163,0.163,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,4,14.938,0.735,0.082,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,5,72.541,4.243,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,6,262.664,8.731,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,7,701.484,17.707,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,8,1053.165,4.735,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,9,1156.305,5.141,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,10,1358.582,6.285,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,11,1558.162,8.405,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2020,12,1884.799,10.61,0.082,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,1,3007.89,66.417,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,2,4281.203,47.085,0.082,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,3,6301.618,49.042,0.245,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,4,8330.43,96.69200000000001,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,5,10999.209,64.87,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,6,12480.92,54.018,0.163,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,7,15045.822,132.839,0.082,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,8,24810.879,400.967,2.366,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,9,35411.332,467.875,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,10,49070.905,188.569,0.0,0.0,0.0,0.0,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,11,49591.817,30.682000000000002,0.0,0.0,0.0,0.03,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2021,12,56589.128,567.176,0.0,0.0,0.0,0.1,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2022,1,89058.817,821.35,0.0,0.0,0.0,0.05,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2022,2,86473.185,56.708,0.0,0.0,0.0,0.27,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Burundi,2022,3,37382.371999999996,9.873,0.0,0.0,0.0,0.07,12255429.0,17.5,2.562,1.504,702.225,61.58,0.433
Africa,Cameroon,2020,3,39.191,7.09,0.221,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,4,1120.213,60.202,2.02,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,5,4022.2940000000003,149.573,4.772,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,6,10838.974,245.663,4.481,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,7,17543.548,171.28099999999998,2.865,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,8,20945.476,69.313,0.733,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,9,22274.654,62.296,0.257,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,10,24334.505,35.079,0.294,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,11,25352.751,97.415,0.40399999999999997,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2020,12,28975.804,67.292,0.40299999999999997,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,1,31857.429,122.684,0.514,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,2,33459.862,223.953,3.269,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,3,46125.185,439.13000000000005,6.245,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,4,69286.72,902.907,14.179,0.0,0.0,0.0,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,5,86404.068,245.332,6.172,0.0,0.0,0.11,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,6,88147.765,70.856,1.8,0.0,0.0,0.39,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,7,92635.599,44.300000000000004,0.366,0.0,0.0,0.6599999999999999,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,8,93960.312,49.992000000000004,0.5880000000000001,0.0,0.0,1.8,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,9,94009.602,326.106,4.004,0.0,0.0,1.8199999999999998,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,10,111464.067,374.519,8.338,0.0,0.0,3.06,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,11,116410.175,157.763,3.857,0.0,0.0,9.55,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2021,12,122902.762,94.512,2.206,0.0,0.0,6.97,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2022,1,126702.201,270.017,1.065,0.0,0.0,2.44,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2022,2,121693.326,92.637,1.58,0.0,0.0,5.93,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cameroon,2022,3,52589.124,3.012,0.11,0.0,0.0,2.99,27224262.0,18.8,3.165,1.919,3364.926,59.29,0.563
Africa,Cape Verde,2020,3,87.20400000000001,10.679,1.78,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,4,2532.476,204.662,0.0,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,5,16615.028,558.816,5.34,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,6,41790.282999999996,1409.5,19.577,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,7,103288.657,2178.318,14.239,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,8,175653.717,2550.271,30.258000000000003,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,9,264511.009,3808.497,35.597,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,10,413805.99,4927.914,62.290000000000006,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,11,525806.1460000001,3502.3959999999997,17.798000000000002,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2020,12,629014.72,1920.268,14.24,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,1,710525.52,3968.671,37.374,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,2,734647.204,2366.964,23.14,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,3,897846.774,3683.9210000000003,37.375,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,4,1075292.623,11411.264,87.20400000000001,0.0,0.0,0.0,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,5,1530625.5,11669.315,83.64500000000001,0.0,0.0,1.43,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,6,1691765.985,3591.38,39.155,0.0,0.0,3.75,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
Africa,Cape Verde,2021,7,1831822.686,2374.082,21.358,0.0,0.0,15.83,561901.0,25.7,4.46,3.437,6222.554,72.98,0.665
